'sound$','word$','test$','tran$','timeLab','f1','f2','f3',f3f2
RealWordRep_638L40MS3,raisins,Test62,$w:r,286.5629558,616.2603872,2140.761269,3200.108911,1059.347642
RealWordRep_638L40MS3,ring,Test63,$w:r,289.2192954,409.8529423,2232.975501,3439.869617,1206.894116
RealWordRep_638L40MS3,walk,Test69,w,312.5692108,467.7464374,1885.338498,3499.758224,1614.419726
RealWordRep_638L40MS3,rabbit,Test77,r:$w,337.8724649,656.8075092,2112.057046,3298.517802,1186.460755
RealWordRep_638L40MS3,rock,Test78,$w:r,348.0664186,1190.127123,2651.789243,3612.691015,960.901772
RealWordRep_638L40MS3,red,Test81,$other,357.7431714,821.1756129,2169.715511,3600.638749,1430.923238
RealWordRep_638L40MS3,web,Test83,$r:w,363.2180725,432.0703572,2224.804675,3303.617491,1078.812816
RealWordRep_638L40MS3,wet,Test89,$other,379.2556797,854.4988797,1804.979579,3451.118681,1646.139102
RealWordRep_640L48FS4,red,Test2,r,176.1445991,524.2801658,2016.790354,3726.562201,1709.771848
RealWordRep_640L48FS4,web,Test3,w,179.1561508,391.7344325,1288.758417,3333.373752,2044.615335
RealWordRep_640L48FS4,rock,Test6,r,187.6858005,454.7932916,2050.097372,3392.412453,1342.315081
RealWordRep_640L48FS4,rabbit,Test7,r,190.419827,591.730379,1565.873852,2496.549672,930.6758193
RealWordRep_640L48FS4,wet,Test16,w,243.1801855,403.0932052,572.0413967,2935.202003,2363.160606
RealWordRep_640L48FS4,window,Test28,w,277.0406928,618.1716243,1339.827263,3303.52228,1963.695017
RealWordRep_640L48FS4,wheel,Test30,w,284.2952973,434.4726295,1785.633438,2542.555583,756.9221454
RealWordRep_640L48FS4,watch,Test32,$other,290.2834704,473.0022203,1352.715605,3376.45918,2023.743574
RealWordRep_640L48FS4,reading,Test34,r,295.7434056,609.685056,1581.263235,2469.908254,888.6450192
RealWordRep_640L48FS4,waiting,Test41,w,319.3506269,654.1701407,1768.549103,3447.074418,1678.525315
RealWordRep_640L48FS4,raisins,Test42,r,325.938463,694.469745,1913.874919,2885.480311,971.6053925
RealWordRep_640L48FS4,ring,Test51,r,359.616651,383.2678377,2161.581296,3443.700279,1282.118983
RealWordRep_640L48FS4,running,Test54,r:$w,368.4042035,376.9213801,1664.30882,3106.066851,1441.758031
RealWordRep_640L48FS4,walk,Test60,w,383.9630385,357.357883,2125.268221,3285.009225,1159.741003
RealWordRep_640L48FS4,washer,Test62,$other,393.5447698,1802.876376,2700.638462,4109.590305,1408.951843
RealWordRep_640L48FS4,rain,Test68,$other,423.5888709,512.5867003,2181.546855,3689.47883,1507.931974
RealWordRep_640L48FS4,rocking,Test72,r,434.1583187,438.5916541,2286.161144,2791.760012,505.5988678
RealWordRep_640L48FS4,red,Test79,r,453.7619318,871.5357531,1950.264666,3234.956571,1284.691904
RealWordRep_640L48FS4,rabbit,Test86,r,473.5038953,975.0614664,2533.37928,4030.300617,1496.921337
RealWordRep_640L48FS4,web,Test88,w,481.1175903,353.816801,2645.142278,2816.604812,171.4625337
RealWordRep_640L48FS4,wet,Test89,w,483.8514162,396.6873179,2091.344018,3805.084826,1713.740808
RealWordRep_644L48MS4,web,Test9,$hw,84.73588813,1247.228248,2903.384835,3750.0011,846.6162649
RealWordRep_644L48MS4,rabbit,Test11,r:$w,97.02378915,1194.608255,1684.080645,3874.705042,2190.624398
RealWordRep_644L48MS4,wet,Test15,w,111.300161,368.9489352,1526.670509,3562.603443,2035.932935
RealWordRep_644L48MS4,rain,Test19,r,125.0866965,1256.56049,1585.766524,3556.635569,1970.869045
RealWordRep_644L48MS4,wheel,Test20,w,127.8260376,1353.478687,2451.913908,3953.588956,1501.675048
RealWordRep_644L48MS4,running,Test26,r,146.3463452,1206.279741,1958.830496,3578.190556,1619.36006
RealWordRep_644L48MS4,waiting,Test28,w,157.8438103,644.8281336,1627.939665,3399.655534,1771.71587
RealWordRep_644L48MS4,window,Test29,w,160.8114309,834.1462364,2221.872548,3706.0969,1484.224352
RealWordRep_644L48MS4,washer,Test32,w:$r,171.0217724,676.0939952,1760.403677,3842.302872,2081.899195
RealWordRep_644L48MS4,rocking,Test34,r,178.4452828,795.5451939,1414.023559,3795.085268,2381.061709
RealWordRep_644L48MS4,reading,Test35,$w:r,181.426383,328.9235022,1669.462549,3564.392133,1894.929584
RealWordRep_644L48MS4,watch,Test49,w,234.7245706,1060.246805,1836.715012,3767.9003,1931.185287
RealWordRep_644L48MS4,raisins,Test56,$other,259.2183564,538.2158717,1441.157245,3482.151826,2040.99458
RealWordRep_644L48MS4,water,Test58,w,265.8096148,411.1568241,1372.637724,3975.55261,2602.914886
RealWordRep_644L48MS4,ring,Test60,r,271.9649268,1311.03415,3481.139118,3573.995162,92.85604474
RealWordRep_644L48MS4,walk,Test66,w,290.990919,1312.505074,2331.866736,3883.625149,1551.758414
RealWordRep_644L48MS4,rabbit,Test76,r,327.4796708,1497.086253,2373.743639,4077.176628,1703.43299
RealWordRep_644L48MS4,red,Test84,r,352.6778393,1507.086291,2603.992178,4070.305791,1466.313612
RealWordRep_644L48MS4,web,Test85,w,355.6213537,1391.069409,2293.228462,3624.123063,1330.894602
RealWordRep_644L48MS4,wet,Test88,w,364.9796895,397.9037742,1707.428747,3619.841878,1912.413131
RealWordRep_651L47MS4,red,Test2,$w,67.83535396,601.7163535,1938.57259,3478.476152,1539.903562
RealWordRep_651L47MS4,rabbit,Test3,$w,70.38515038,881.041933,1635.238738,3252.486779,1617.248041
RealWordRep_651L47MS4,rock,Test6,$w,78.4852726,979.0311047,2220.827187,4104.643713,1883.816527
RealWordRep_651L47MS4,wet,Test11,$other,96.92713253,835.6292579,2103.991584,3319.773408,1215.781823
RealWordRep_651L47MS4,running,Test17,$w,116.9562415,603.005203,1648.995782,3166.919827,1517.924045
RealWordRep_651L47MS4,ring,Test28,$w,150.3389447,820.2801071,1739.648988,3435.318725,1695.669737
RealWordRep_651L47MS4,wheel,Test32,w,160.373507,490.3320317,2096.904979,3483.961549,1387.05657
RealWordRep_651L47MS4,washer,Test33,w,162.6037926,488.6087097,1983.98815,3876.619008,1892.630859
RealWordRep_651L47MS4,window,Test35,w,167.2049258,497.6832515,1024.742757,3125.986132,2101.243375
RealWordRep_651L47MS4,watch,Test37,w,171.5631449,922.4754547,2862.11683,3871.679625,1009.562795
RealWordRep_651L47MS4,water,Test38,w,174.0021617,224.3010722,2101.080494,2872.689919,771.6094244
RealWordRep_651L47MS4,walk,Test40,w,178.9320538,714.6346519,2816.30654,4461.538274,1645.231735
RealWordRep_651L47MS4,rain,Test45,$w,191.6985652,277.2372284,1158.891459,2911.711553,1752.820094
RealWordRep_651L47MS4,raisins,Test48,$other,198.5962488,182.3365502,2115.273818,3515.932079,1400.658261
RealWordRep_651L47MS4,waiting,Test49,w,201.5496304,92.95517828,2122.657288,3503.810889,1381.153601
RealWordRep_651L47MS4,reading,Test64,$w,241.9694079,271.5985702,2423.116829,3131.162623,708.0457945
RealWordRep_651L47MS4,wind,Test66,$other,246.609642,1303.261948,2346.886985,3753.378901,1406.491916
RealWordRep_651L47MS4,rocking,Test67,$w,248.999134,960.2115997,2375.37212,3713.145508,1337.773388
RealWordRep_651L47MS4,rabbit,Test75,$w,269.1127122,1158.610583,2559.229194,4489.750132,1930.520938
RealWordRep_651L47MS4,wet,Test80,w,281.1544586,1128.974149,2202.741114,3730.969712,1528.228598
RealWordRep_651L47MS4,red,Test83,$w,292.7821721,1251.185654,2109.791616,4077.744186,1967.95257
RealWordRep_651L47MS4,rock,Test85,$w,297.3476728,367.0519295,2625.371442,4139.836154,1514.464712
RealWordRep_651L47MS4,web,Test87,w,302.2157168,1178.550281,3058.305219,4744.897786,1686.592566
RealWordRep_655L40MS3,wet,Test2,w,79.44607584,1153.722878,2487.263482,3839.465272,1352.20179
RealWordRep_655L40MS3,red,Test3,r,81.93811467,1188.437371,2604.119565,4676.407747,2072.288182
RealWordRep_655L40MS3,rock,Test6,r:$w,93.59999125,532.4398256,1275.844521,2747.101104,1471.256584
RealWordRep_655L40MS3,rabbit,Test7,r,96.27211573,438.9780121,2032.416082,3405.676263,1373.260181
RealWordRep_655L40MS3,rocking,Test18,r,135.342415,1122.242861,2460.863964,4591.201922,2130.337958
RealWordRep_655L40MS3,washer,Test29,w:$r,182.0128252,762.2795944,1485.422109,3257.497964,1772.075854
RealWordRep_655L40MS3,walk,Test30,w,185.5467809,578.7981849,1177.38463,4035.994318,2858.609688
RealWordRep_655L40MS3,raisins,Test32,$other,191.9410513,412.2401687,2403.783317,3701.035232,1297.251915
RealWordRep_655L40MS3,waiting,Test33,w,194.9125743,533.6308031,1535.122263,3592.515129,2057.392866
RealWordRep_655L40MS3,rain,Test34,r,197.5419543,334.265278,1420.777336,2965.19103,1544.413694
RealWordRep_655L40MS3,water,Test41,w,229.0675246,613.8862094,1452.360857,3322.903851,1870.542994
RealWordRep_655L40MS3,window,Test43,w,251.4215373,327.6773548,2434.645571,3448.456577,1013.811005
RealWordRep_655L40MS3,watch,Test45,w,257.0843836,457.2189915,2298.180867,3711.516661,1413.335793
RealWordRep_655L40MS3,ring,Test55,r:$w,296.9503701,506.0952736,2503.851117,4313.72502,1809.873903
RealWordRep_655L40MS3,wheel,Test63,w,323.0384758,387.6982613,762.6041475,3351.912479,2589.308332
RealWordRep_655L40MS3,wind,Test68,w,340.4830819,446.0660952,2641.903912,4409.772106,1767.868193
RealWordRep_655L40MS3,reading,Test71,r,348.7386652,392.0801699,2187.936498,3808.114457,1620.177959
RealWordRep_655L40MS3,running,Test74,r:$w,365.9304288,404.0029885,1760.59703,3922.024716,2161.427686
RealWordRep_655L40MS3,web,Test77,w,374.7530008,472.5106706,2608.24864,4071.680676,1463.432035
RealWordRep_655L40MS3,rabbit,Test78,r,378.3708208,411.570724,2125.037608,2962.567891,837.5302835
RealWordRep_655L40MS3,wet,Test80,w,384.0009385,669.4837098,2794.294646,3947.800982,1153.506336
RealWordRep_655L40MS3,red,Test82,r,393.4981266,383.7478873,1718.116199,3656.39658,1938.280381
RealWordRep_655L40MS3,rock,Test87,r,407.54339,365.8109938,1938.54477,3682.020087,1743.475318
RealWordRep_656L49FS4,rabbit,Test1,r:$w,123.2786821,398.2579122,2045.7009,3876.721944,1831.021044
RealWordRep_656L49FS4,wet,Test3,w,129.7081013,538.8273645,2679.277,4237.548315,1558.271315
RealWordRep_656L49FS4,web,Test7,w,144.1378592,494.7128526,2983.632431,4065.835639,1082.203208
RealWordRep_656L49FS4,rock,Test8,$w:r,152.0712149,480.4184162,2303.289681,3756.460705,1453.171024
RealWordRep_656L49FS4,running,Test20,r,195.1832779,331.2961922,1523.199933,3542.01425,2018.814317
RealWordRep_656L49FS4,walk,Test26,w,217.4234602,419.7480623,2149.388475,3545.89674,1396.508265
RealWordRep_656L49FS4,raisins,Test28,r:$w,224.0844355,376.4486378,1703.256186,3403.157758,1699.901572
RealWordRep_656L49FS4,ring,Test34,$w:r,244.2824018,1294.325986,3228.700309,4305.670948,1076.970639
RealWordRep_656L49FS4,washer,Test36,w,256.5767908,394.659265,1867.516132,3444.753354,1577.237222
RealWordRep_656L49FS4,window,Test42,w,280.1747135,305.6461132,2097.335969,3233.584088,1136.248119
RealWordRep_656L49FS4,rain,Test46,r:$w,295.6777566,371.6737342,1936.14231,3509.776458,1573.634148
RealWordRep_656L49FS4,wind,Test47,w,299.3117818,352.1010094,2335.861331,3870.591622,1534.730291
RealWordRep_656L49FS4,reading,Test48,r:$w,304.6410684,1232.310558,2531.29046,3589.98249,1058.69203
RealWordRep_656L49FS4,watch,Test52,w,317.9382921,362.81404,2193.1647,3459.449277,1266.284577
RealWordRep_656L49FS4,wheel,Test61,w,349.6912093,251.0746765,2312.842571,3458.193975,1145.351404
RealWordRep_656L49FS4,water,Test64,w,359.2128778,438.0367809,2110.956954,3939.198639,1828.241685
RealWordRep_656L49FS4,rocking,Test65,r,362.6918539,503.6402122,956.5635275,3177.939041,2221.375513
RealWordRep_656L49FS4,waiting,Test69,w,379.6464102,480.2529109,1123.669564,3631.669788,2508.000224
RealWordRep_656L49FS4,rock,Test75,r:$w,399.2929913,396.9618466,1424.923562,3537.538949,2112.615387
RealWordRep_656L49FS4,red,Test77,r:$w,405.1048661,338.0626897,1826.703457,3262.831619,1436.128162
RealWordRep_656L49FS4,rabbit,Test83,r:$w,424.7924495,384.5145709,1410.159828,3756.887172,2346.727344
RealWordRep_656L49FS4,wet,Test84,w,427.875424,567.2146672,2857.993618,3798.055688,940.0620693
RealWordRep_656L49FS4,web,Test87,w,437.5178089,391.4971757,2998.993782,4177.532768,1178.538986
RealWordRep_658L41MS3,rabbit,Test2,r,117.5859338,1202.356488,2444.814158,3917.727193,1472.913035
RealWordRep_658L41MS3,rock,Test4,r,137.7943667,988.8058427,2975.797913,4371.45241,1395.654497
RealWordRep_658L41MS3,red,Test6,r,145.3317689,738.7174665,1934.193186,2826.74159,892.5484038
RealWordRep_658L41MS3,web,Test12,w,189.6391057,293.4577502,2137.155757,3268.136029,1130.980271
RealWordRep_658L41MS3,wet,Test13,w,197.4485425,368.8722079,1600.45373,3378.232421,1777.778691
RealWordRep_658L41MS3,rain,Test23,r,257.2587867,350.0778877,1544.963299,3465.042706,1920.079408
RealWordRep_658L41MS3,reading,Test31,r,313.1315785,1582.917925,2601.82651,4397.104077,1795.277567
RealWordRep_658L41MS3,washer,Test35,w,326.3544139,422.5670249,2426.080344,4041.490075,1615.409731
RealWordRep_658L41MS3,walk,Test43,w,365.862931,379.844084,1978.060447,3732.955974,1754.895528
RealWordRep_658L41MS3,raisins,Test45,r,373.5452552,547.3371075,1691.087533,3973.925675,2282.838142
RealWordRep_658L41MS3,rocking,Test47,$other,392.5010259,889.2343745,1580.794752,3346.353774,1765.559022
RealWordRep_658L41MS3,wind,Test49,w,403.3309713,377.5463993,2114.237605,3861.107613,1746.870008
RealWordRep_658L41MS3,running,Test51,$w,411.7021534,352.7712168,1935.824619,4025.437323,2089.612703
RealWordRep_658L41MS3,ring,Test54,r,447.2853581,314.2674713,2414.961758,3706.918084,1291.956326
RealWordRep_658L41MS3,wheel,Test56,w,462.4328662,870.9003666,2110.628533,3910.442084,1799.813551
RealWordRep_658L41MS3,window,Test62,$other,488.1238579,1176.878965,2843.699476,4292.687432,1448.987956
RealWordRep_658L41MS3,waiting,Test71,$other,523.6361274,519.479481,1429.909345,3387.815804,1957.906459
RealWordRep_658L41MS3,water,Test72,w,527.1598392,956.5785948,2010.814213,3521.956679,1511.142466
RealWordRep_658L41MS3,watch,Test73,w,534.0378933,606.052171,2361.864137,4165.329687,1803.46555
RealWordRep_658L41MS3,red,Test75,$other,546.5319023,444.1945953,2375.035867,4093.143568,1718.107701
RealWordRep_658L41MS3,rock,Test76,r,549.5574074,614.7620348,1991.997138,3555.804461,1563.807323
RealWordRep_658L41MS3,web,Test81,w,566.9930651,767.4595453,2221.852541,3930.935686,1709.083145
RealWordRep_658L41MS3,rabbit,Test84,$other,578.8429677,833.1380245,1882.243094,3283.905206,1401.662112
RealWordRep_658L41MS3,wet,Test85,w,583.506127,806.2081552,2427.715077,4187.957666,1760.242588
RealWordRep_659L44FS3,red,Test3,$w,110.0451461,422.6500358,2233.867358,3615.368182,1381.500824
RealWordRep_659L44FS3,wet,Test4,w,113.7264952,721.1613727,1569.830512,3862.520155,2292.689643
RealWordRep_659L44FS3,rock,Test7,$w,123.7704796,388.5825761,2189.80735,3605.129191,1415.321841
RealWordRep_659L44FS3,web,Test11,w,136.2470026,388.4687777,2047.878,3376.481212,1328.603212
RealWordRep_659L44FS3,rabbit,Test15,$w,148.6387312,497.2514138,2252.764668,2855.189124,602.4244554
RealWordRep_659L44FS3,water,Test21,w,177.0960715,478.5069246,1282.639179,3287.992458,2005.353279
RealWordRep_659L44FS3,rocking,Test31,$w:r,232.0185442,412.306523,1251.220644,3274.589332,2023.368688
RealWordRep_659L44FS3,ring,Test39,$w,261.3138538,361.780252,2416.322125,3416.590341,1000.268216
RealWordRep_659L44FS3,waiting,Test44,w,278.1345858,419.7819903,2519.820842,4357.238843,1837.418001
RealWordRep_659L44FS3,rain,Test45,$w,281.3821993,452.3300851,1849.507723,3562.328393,1712.82067
RealWordRep_659L44FS3,reading,Test50,$w,297.7268679,408.5622902,2710.16601,2899.060683,188.8946732
RealWordRep_659L44FS3,wind,Test52,w,319.415907,383.5260444,2086.688328,3859.678698,1772.990371
RealWordRep_659L44FS3,running,Test53,$w,322.560285,411.0941501,2008.599954,3162.299344,1153.69939
RealWordRep_659L44FS3,watch,Test54,w:$r,325.094443,393.0336505,2208.168292,3527.578323,1319.410031
RealWordRep_659L44FS3,raisins,Test55,$w:r,328.3217723,570.2289865,1993.726272,3988.23594,1994.509667
RealWordRep_659L44FS3,washer,Test61,w,370.4022758,1057.765949,1189.613347,3645.869033,2456.255685
RealWordRep_659L44FS3,window,Test63,w,379.7789648,386.2984372,2276.430878,3506.230497,1229.799619
RealWordRep_659L44FS3,wheel,Test65,w,387.5244273,409.0213156,2416.930667,4555.486329,2138.555663
RealWordRep_659L44FS3,walk,Test67,$other,393.889119,360.7883648,1759.199063,3567.914783,1808.71572
RealWordRep_659L44FS3,wet,Test76,w,427.7196243,374.6163695,2052.692951,3844.104047,1791.411096
RealWordRep_659L44FS3,rock,Test83,$w,450.2589031,579.322871,2045.841351,3689.007386,1643.166035
RealWordRep_659L44FS3,rabbit,Test85,$other,456.6409965,361.9733852,1950.150442,3308.104094,1357.953652
RealWordRep_659L44FS3,red,Test87,$w,471.4235326,359.5236696,2212.645895,3592.020318,1379.374423
RealWordRep_659L44FS3,web,Test88,w,474.1707098,419.0006642,2157.462997,3539.565031,1382.102034
RealWordRep_660L41FS3,web,Test6,w:$r,104.256688,388.4707424,1292.477701,3085.250107,1792.772406
RealWordRep_660L41FS3,wet,Test7,w,107.094607,386.59969,1395.877563,3619.52105,2223.643487
RealWordRep_660L41FS3,rabbit,Test8,$w:r,109.667569,436.4774482,2366.149959,3832.436824,1466.286865
RealWordRep_660L41FS3,red,Test9,$w:r,112.4165776,351.7389737,2296.381933,3621.188654,1324.806722
RealWordRep_660L41FS3,rock,Test16,$w,132.9081801,370.1996907,2378.806841,4058.240171,1679.43333
RealWordRep_660L41FS3,reading,Test30,$w:r,182.5534339,336.5264322,2231.051171,4106.694161,1875.64299
RealWordRep_660L41FS3,running,Test32,$w,195.9330984,440.301866,2092.640574,4250.168249,2157.527675
RealWordRep_660L41FS3,watch,Test37,w,211.1468821,238.6756025,1585.268578,3799.349755,2214.081176
RealWordRep_660L41FS3,raisins,Test39,$w:r,216.8884522,431.6719081,1602.79147,3908.232226,2305.440756
RealWordRep_660L41FS3,ring,Test50,$w,256.8072782,555.7686219,2454.204181,4279.435035,1825.230854
RealWordRep_660L41FS3,walk,Test56,w:$r,272.9445944,363.8870228,1884.113482,3847.949847,1963.836365
RealWordRep_660L41FS3,wind,Test59,w:$r,281.0481723,333.863942,2218.68817,3983.837576,1765.149406
RealWordRep_660L41FS3,rocking,Test61,$w,286.7396691,545.1245754,1948.484474,4044.668508,2096.184034
RealWordRep_660L41FS3,waiting,Test62,w:$r,289.4378291,350.0276236,2226.626329,3968.467102,1741.840773
RealWordRep_660L41FS3,rain,Test63,$w,292.1218109,356.6630835,1440.069812,3700.470608,2260.400796
RealWordRep_660L41FS3,wheel,Test65,w:$r,297.4017315,342.1809191,1954.897216,3703.316839,1748.419624
RealWordRep_660L41FS3,washer,Test70,w,311.2979478,1033.077627,1535.551495,3385.166739,1849.615244
RealWordRep_660L41FS3,window,Test73,w:$r,319.6449155,366.6472989,2659.135348,4459.313722,1800.178374
RealWordRep_660L41FS3,rock,Test75,$w,334.4959583,423.5447082,1888.434831,3988.525377,2100.090547
RealWordRep_660L41FS3,web,Test80,w,348.366299,343.8419567,2051.933528,3435.591031,1383.657504
RealWordRep_660L41FS3,wet,Test83,w:$r,356.8857574,1074.389719,2886.473944,4319.491596,1433.017653
RealWordRep_660L41FS3,rabbit,Test84,$w,359.1382351,497.0594427,1081.819619,3879.655731,2797.836112
RealWordRep_660L41FS3,red,Test89,$w:r,372.7939376,365.4788664,2122.603019,3727.998963,1605.395944
RealWordRep_661L40FS3,wet,Test1,w,106.9333771,724.0435162,2587.343136,4191.79079,1604.447654
RealWordRep_661L40FS3,web,Test2,$other,110.291793,645.0781079,1345.884459,3418.096723,2072.212263
RealWordRep_661L40FS3,rock,Test3,$w,116.9637554,624.7003555,1590.269933,4585.420359,2995.150426
RealWordRep_661L40FS3,red,Test5,$w:r,123.9117075,680.6824268,1423.364353,3420.736505,1997.372152
RealWordRep_661L40FS3,rabbit,Test16,$other,157.4186635,911.4526096,1872.39397,3560.972932,1688.578962
RealWordRep_661L40FS3,water,Test17,w,160.2144344,630.7498205,2436.288316,3691.628867,1255.340552
RealWordRep_661L40FS3,waiting,Test19,w,166.1748429,552.2662828,2117.903519,3958.860533,1840.957014
RealWordRep_661L40FS3,window,Test31,w,208.0835367,513.3003117,1154.984328,3290.921772,2135.937444
RealWordRep_661L40FS3,wind,Test33,w,213.5745975,522.2658778,1220.886792,3311.276212,2090.389421
RealWordRep_661L40FS3,wheel,Test34,w,216.0217404,416.088563,2257.992271,3513.547175,1255.554904
RealWordRep_661L40FS3,rocking,Test35,$w:r,218.7854762,455.7758544,2438.975789,2722.963856,283.9880668
RealWordRep_661L40FS3,washer,Test36,w,226.3988104,717.6062051,1098.603025,3177.373361,2078.770337
RealWordRep_661L40FS3,watch,Test43,w,246.4728156,558.2405761,2825.38231,4154.792574,1329.410263
RealWordRep_661L40FS3,ring,Test46,$w,255.2902208,404.2332769,1960.460256,3569.734069,1609.273812
RealWordRep_661L40FS3,walk,Test50,w,267.4780211,443.7442551,2036.600352,3650.195924,1613.595572
RealWordRep_661L40FS3,raisins,Test59,$w:r,296.3223518,687.0441576,1253.887393,3750.244554,2496.357161
RealWordRep_661L40FS3,reading,Test60,$w,299.6353421,417.7371247,1973.252169,3423.077785,1449.825616
RealWordRep_661L40FS3,rain,Test61,$w,302.4811338,454.6072526,1949.214141,2936.783683,987.569542
RealWordRep_661L40FS3,running,Test73,$w,341.5560469,431.6732379,2116.425176,4220.493941,2104.068765
RealWordRep_661L40FS3,wet,Test75,w,347.6059621,536.4148385,1807.535965,3948.106809,2140.570845
RealWordRep_661L40FS3,rock,Test76,$w,350.1631339,528.7990115,694.4059144,3221.587305,2527.18139
RealWordRep_661L40FS3,red,Test84,$w:r,375.6808935,508.4482229,2428.262601,3671.046405,1242.783804
RealWordRep_661L40FS3,rabbit,Test85,$w,378.4570457,652.5855114,1151.964909,3770.634738,2618.669829
RealWordRep_661L40FS3,web,Test88,w,387.3269112,588.6071011,2271.745713,3642.715374,1370.969661
RealWordRep_664L43FS3,rabbit,Test2,$w,160.4254239,410.5370698,1958.142691,3675.457958,1717.315267
RealWordRep_664L43FS3,web,Test7,w,175.0638591,393.6472194,2660.715668,3091.720225,431.0045563
RealWordRep_664L43FS3,wet,Test8,w,177.7353607,853.3758209,2754.567886,4626.863579,1872.295693
RealWordRep_664L43FS3,red,Test9,$w,180.3785818,429.8249061,2158.527846,4158.060684,1999.532839
RealWordRep_664L43FS3,rock,Test11,$w,186.1181816,430.0618422,2094.17736,3250.410343,1156.232983
RealWordRep_664L43FS3,raisins,Test17,$w:r,204.7608284,469.5326997,2152.61302,3214.661079,1062.048059
RealWordRep_664L43FS3,wind,Test22,w,220.4805142,439.9460002,2617.052042,4101.043838,1483.991797
RealWordRep_664L43FS3,water,Test25,w,229.1729616,360.4115635,2317.467967,2799.703042,482.2350746
RealWordRep_664L43FS3,watch,Test28,w,238.2170909,336.7927238,2323.652267,3137.71477,814.0625038
RealWordRep_664L43FS3,ring,Test30,$w,243.8662015,292.5535158,1926.895738,3259.203551,1332.307813
RealWordRep_664L43FS3,rocking,Test33,$w,253.2051936,784.6433994,2395.026715,3463.951878,1068.925163
RealWordRep_664L43FS3,running,Test41,$w,281.3204295,492.6306185,1616.532439,3581.535314,1965.002876
RealWordRep_664L43FS3,window,Test42,$other,284.4526349,388.2641189,2683.851458,3977.861486,1294.010028
RealWordRep_664L43FS3,reading,Test43,$w:r,287.4422247,340.6847289,1801.10822,3181.682951,1380.574731
RealWordRep_664L43FS3,rain,Test60,$w:r,338.4194434,887.5734986,2576.592947,3867.70423,1291.111282
RealWordRep_664L43FS3,walk,Test61,w,341.4082698,411.4560699,2461.767701,3953.720177,1491.952476
RealWordRep_664L43FS3,wheel,Test65,$other,352.6769146,464.7696383,2366.921352,4165.736892,1798.81554
RealWordRep_664L43FS3,waiting,Test71,w,375.820125,620.2870508,2390.922682,4118.771631,1727.848949
RealWordRep_664L43FS3,washer,Test73,w,381.8374694,1144.017625,1918.499244,3113.25479,1194.755547
RealWordRep_664L43FS3,rock,Test75,$w,387.559509,394.0667985,1861.328484,3256.250813,1394.922328
RealWordRep_664L43FS3,wet,Test76,w,390.3344697,1649.698632,3266.556671,4406.864692,1140.308021
RealWordRep_664L43FS3,red,Test79,$w,398.1910404,670.0632074,2359.793832,4180.11736,1820.323528
RealWordRep_664L43FS3,web,Test82,w,407.2722184,649.1035829,2234.424475,3731.733071,1497.308595
RealWordRep_664L43FS3,rabbit,Test90,$w,433.3227047,421.6205598,1953.973522,3654.092381,1700.118859
RealWordRep_665L52FS4,rock,Test5,$w,185.4667761,325.7985867,1659.070809,3285.170467,1626.099658
RealWordRep_665L52FS4,web,Test7,w:$r,191.8902179,437.9446948,1548.912354,3231.636766,1682.724413
RealWordRep_665L52FS4,rabbit,Test11,$w:r,204.7112409,430.2779391,2124.701095,3462.972607,1338.271513
RealWordRep_665L52FS4,wet,Test12,w:$r,207.7383333,370.2214752,1644.07923,3460.967688,1816.888458
RealWordRep_665L52FS4,window,Test17,$other,227.1933366,538.2768419,1773.95486,4227.951419,2453.996559
RealWordRep_665L52FS4,water,Test23,w,247.4995297,395.9088569,1281.106866,3011.32243,1730.215564
RealWordRep_665L52FS4,wind,Test24,w,250.6465044,421.7479562,2387.175906,3605.897285,1218.721379
RealWordRep_665L52FS4,rain,Test34,$w,308.2273936,1086.620983,2515.31357,4087.039984,1571.726415
RealWordRep_665L52FS4,reading,Test38,$other,326.2905751,730.8871066,1887.253886,3849.793839,1962.539953
RealWordRep_665L52FS4,watch,Test47,$other,365.2517926,1205.973048,1771.937395,4824.319417,3052.382021
RealWordRep_665L52FS4,walk,Test52,w,382.5904875,518.0811267,2520.549003,4111.495865,1590.946862
RealWordRep_665L52FS4,ring,Test68,$w:r,432.4495853,383.4443299,1382.777703,3030.832452,1648.054749
RealWordRep_665L52FS4,raisins,Test69,r:$w,435.359782,733.1891698,2004.129429,3365.091467,1360.962038
RealWordRep_665L52FS4,rocking,Test73,r:$w,453.2132721,879.5896262,1358.937985,3492.233461,2133.295476
RealWordRep_665L52FS4,washer,Test74,$other,456.7255102,963.3622667,1339.152243,4586.512902,3247.360658
RealWordRep_665L52FS4,red,Test76,r:$w,463.411258,450.6686123,1673.595447,3862.70701,2189.111563
RealWordRep_665L52FS4,rabbit,Test82,$w:r,483.5060144,370.2920877,2113.359841,3388.703296,1275.343455
RealWordRep_665L52FS4,wet,Test83,$r:w,486.648449,390.209061,2119.692738,3983.867026,1864.174289
RealWordRep_665L52FS4,rock,Test85,$w,492.9522231,387.3465045,1999.338159,3594.587739,1595.249581
RealWordRep_665L52FS4,web,Test86,w:$r,495.5837113,438.8056583,1444.429377,3258.261999,1813.832622
RealWordRep_667L46FS4,rock,Test3,$w,119.8421044,778.3677582,1130.249183,3521.36625,2391.117067
RealWordRep_667L46FS4,web,Test6,w,135.9937133,788.2120407,1838.647344,3460.445205,1621.797862
