barename,spkr,age_mos,gender,phones,word,session,t1,t2_ph,transcription,target,testnumber,onset_f1_ifc,onset_f1,onset_f1_ac,qrtr_f1_ifc,qrtr_f1,qrtr_f1_ac,midpt_f1_ifc,midpt_f1,midpt_f1_ac,thrqrtr_f1_ifc,thrqrtr_f1,thrqrtr_f1_ac,endpt_f1_ifc,endpt_f1,endpt_f1_ac,onset_f2_ifc,onset_f2,onset_f2_ac,qrtr_f2_ifc,qrtr_f2,qrtr_f2_ac,midpt_f2_ifc,midpt_f2,midpt_f2_ac,thrqrtr_f2_ifc,thrqrtr_f2,thrqrtr_f2_ac,endpt_f2_ifc,endpt_f2,endpt_f2_ac,onset_f3_ifc,onset_f3,onset_f3_ac,qrtr_f3_ifc,qrtr_f3,qrtr_f3_ac,midpt_f3_ifc,midpt_f3,midpt_f3_ac,thrqrtr_f3_ifc,thrqrtr_f3,thrqrtr_f3_ac,endpt_f3_ifc,endpt_f3,endpt_f3_ac,f0,onset_sec,qrtr_sec,midpt_sec,thrqrtr_sec,endpt_sec,onset_sec_ifc,qrtr_sec_ifc,midpt_sec_ifc,thrqrtr_sec_ifc,endpt_sec_ifc,onset_sec_ac,qrtr_sec_ac,midpt_sec_ac,thrqrtr_sec_ac,endpt_sec_ac,f1_onset_med,f1_qrtr_med,f1_midpt_med,f1_thrqrtr_med,f1_endpt_med,f2_onset_med,f2_qrtr_med,f2_midpt_med,f2_thrqrtr_med,f2_endpt_med,f3_onset_med,f3_qrtr_med,f3_midpt_med,f3_thrqrtr_med,f3_endpt_med,
611_47_child_MS_4_rocking_Test_70_r_4_r,611,47,MS,ER1,rocking,4,0.095,0.17,r,r,70,734.5,715.7973328,732.9374252,777.1,666.7385397,731.3967828,680.7,495.8289414,544.8844741,677,667.6548651,687.2911766,690.5,665.8656715,686.0039895,1651.3,1513.395881,1524.616409,1606,1568.390292,1630.918787,1543.9,1490.72798,1514.111759,1480.7,1427.667105,1475.918703,1482.5,1414.491303,1450.502595,2054.1,1850.824457,1866.070764,1956.4,1710.383401,3524.957778,2092.1,1854.386113,1869.68093,1874.5,1729.385373,1772.398163,1885.4,1748.597428,1777.594015,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,732.9374252,731.3967828,544.8844741,677,686.0039895,1524.616409,1606,1514.111759,1475.918703,1450.502595,1866.070764,1956.4,1869.68093,1772.398163,1777.594015,
611_47_child_MS_4_running_Test_69_r_4_r,611,47,MS,ER1,running,4,0.095,0.17,r,r,69,755.1,710.3564625,710.309163,758.1,781.8166344,796.6704037,725.6,790.8558914,803.5186597,873.9,761.4445278,787.6585416,991.2,870.9878266,894.1683916,1677.3,1826.389023,1436.350911,1564.2,1416.561685,1526.621877,1534,1153.286171,1293.32774,1636.4,1284.554767,1389.530757,1718.9,1662.344959,1649.705641,1961.4,3789.838854,1841.672937,2006.3,1883.093251,1917.379393,1873.3,1829.822677,1819.551444,2280.3,1783.814527,1807.634648,2431.6,2178.194584,2230.515955,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,710.3564625,781.8166344,790.8558914,787.6585416,894.1683916,1677.3,1526.621877,1293.32774,1389.530757,1662.344959,1961.4,1917.379393,1829.822677,1807.634648,2230.515955,
611_47_child_MS_4_waiting_Test_29_w_4_w,611,47,MS,UW1,waiting,4,0.095,0.17,w,w,29,478.7,389.9676562,397.523668,487.4,375.7084995,388.1169718,497.1,465.6509608,465.0015548,512.8,486.7252824,482.5490704,677.8,497.758875,499.2070252,1451.2,1606.432036,1658.948935,964.7,1547.131104,1586.219929,983.3,935.7355217,931.3350695,1027.2,982.5035229,982.9465582,1316.3,1009.873314,1012.529549,2661.1,4063.77684,3980.836644,2648.9,3495.854471,4296.263088,2512.5,3767.308936,3764.220185,2657.9,3743.290238,3739.44039,3434.1,3774.669881,3768.420868,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,397.523668,388.1169718,465.6509608,486.7252824,499.2070252,1606.432036,1547.131104,935.7355217,982.9465582,1012.529549,3980.836644,3495.854471,3764.220185,3739.44039,3768.420868,
611_47_child_MS_4_washer_Test_73_w_4_w,611,47,MS,UW1,washer,4,0.095,0.17,w,w,73,519.2,498.486366,494.9117908,525.2,494.9611409,489.236816,555.6,502.3245734,497.2716999,648.1,489.1185724,484.2637927,640.9,471.4540307,485.3677564,915.1,2278.147123,788.8820225,807.4,832.870903,823.459236,819.6,806.4788895,802.9824255,858.1,825.4491724,826.2646471,896,842.9964147,845.6396653,2787.4,4180.298068,4069.133967,2577.6,3907.126641,3844.797949,2350.5,3799.308926,3780.957105,2701.1,3749.870121,3744.043812,2649,3735.070488,3770.700459,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,498.486366,494.9611409,502.3245734,489.1185724,485.3677564,915.1,823.459236,806.4788895,826.2646471,845.6396653,4069.133967,3844.797949,3780.957105,3744.043812,3735.070488,
611_47_child_MS_4_water_Test_62_w_4_w,611,47,MS,UW1,water,4,0.095,0.17,w,w,62,588.1,521.7720323,534.6180511,595.6,585.9640514,569.3073369,623.5,586.7793457,589.0626374,659.1,581.0954957,582.1729828,781,555.4579771,574.6815082,1789.8,2253.170923,2216.803459,964.6,2080.433866,2108.211246,915.1,835.1565065,818.0412349,941.8,915.8940206,917.2171278,1076.7,932.9422654,936.9386601,2949.2,4184.843592,4082.56238,2641.2,3772.89694,3798.294254,2565.3,3761.573069,3749.560002,3251.4,3771.502223,3738.849129,3178.5,3679.378691,3634.026688,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,534.6180511,585.9640514,589.0626374,582.1729828,574.6815082,2216.803459,2080.433866,835.1565065,917.2171278,936.9386601,4082.56238,3772.89694,3749.560002,3738.849129,3634.026688,
611_47_child_MS_4_web_Test_6_w_4_w,611,47,MS,UW1,web,4,0.095,0.17,w,w,6,601,373.3631812,389.008545,535.8,343.2880128,354.3839965,557.1,398.894665,426.4914648,525.9,377.2645929,405.0635054,641,351.4342359,392.0663619,1557,1225.923699,1237.377124,1510,1690.808691,1670.716775,1635.7,1501.417304,1403.218907,1796.7,1889.314362,1948.280854,1832.2,1905.983115,1897.38472,2565.3,4131.926151,4021.995445,2581.2,4308.030894,4154.130167,2536.8,4270.365315,3975.02034,2771.3,4251.258579,3997.664805,3595.6,3691.706434,3905.284704,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,389.008545,354.3839965,426.4914648,405.0635054,392.0663619,1237.377124,1670.716775,1501.417304,1889.314362,1897.38472,4021.995445,4154.130167,3975.02034,3997.664805,3691.706434,
611_47_child_MS_4_web_Test_75_w_4_w,611,47,MS,UW1,web,4,0.095,0.17,w,w,75,695.4,333.796803,343.8873766,718.8,333.4829729,344.7324454,852.8,401.9099467,424.5384439,692.6,503.3383286,537.3735084,709.4,686.950729,676.1409928,1539.1,920.4823007,932.8815655,1567.9,899.8334678,913.3751906,1545.6,1038.312643,1034.08474,1038.5,982.3239559,997.5198923,1124.5,1192.60516,927.764496,2418.2,2149.410166,2070.368565,2244.5,1729.424305,1721.724228,2470.5,1851.41009,1818.394625,2897.3,2902.120391,2907.463622,2948.6,3155.440354,3078.476676,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,343.8873766,344.7324454,424.5384439,537.3735084,686.950729,932.8815655,913.3751906,1038.312643,997.5198923,1124.5,2149.410166,1729.424305,1851.41009,2902.120391,3078.476676,
611_47_child_MS_4_wet_Test_13_w_4_w,611,47,MS,UW1,wet,4,0.095,0.17,w,w,13,518.3,520.6727192,523.2299633,560.3,527.1085241,527.7670851,538.5,594.0065851,577.9648623,558.1,506.8183566,505.2168424,597.9,518.798528,532.810898,2014.1,1879.583263,2981.991572,2025.2,2304.557771,2277.028815,1698.7,2137.774621,2106.326029,1804.3,2314.879525,2349.190764,2088,2331.765143,2355.687089,2930.9,3911.552508,3960.191053,2980.1,3621.791963,4276.568928,2979,4490.274319,3175.887527,2932.5,3761.746407,3742.421867,3817.4,3849.506974,3876.7741,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,520.6727192,527.7670851,577.9648623,506.8183566,532.810898,2014.1,2277.028815,2106.326029,2314.879525,2331.765143,3911.552508,3621.791963,3175.887527,3742.421867,3849.506974,
611_47_child_MS_4_wet_Test_77_w_4_w,611,47,MS,UW1,wet,4,0.095,0.17,w,w,77,669.5,375.0216048,399.5527162,642.1,378.712377,392.0162791,653.1,448.5279235,472.7243311,647.3,525.8788603,563.9544869,712.5,570.5226724,582.2971919,1471.5,874.606566,890.4698964,1327.4,876.1459004,875.943328,1313.3,919.1009814,927.5224098,949.4,897.6218135,959.5264332,1065.8,933.654271,962.2678771,2840.7,4222.763266,4211.571469,2812.8,4235.697983,4162.146324,2788.9,4171.90135,4154.264685,2984.5,4274.265714,4234.03226,3738.3,4164.988247,4177.571855,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,399.5527162,392.0162791,472.7243311,563.9544869,582.2971919,890.4698964,876.1459004,927.5224098,949.4,962.2678771,4211.571469,4162.146324,4154.264685,4234.03226,4164.988247,
611_47_child_MS_4_wheel_Test_54_w_4_w,611,47,MS,UW1,wheel,4,0.095,0.17,w,w,54,466.4,349.4229296,362.1312488,764,313.0866567,320.4346538,642.4,330.4979194,350.9601498,613.7,388.2527467,427.6348865,524.2,412.573414,467.8054186,1039.7,2264.518768,2227.189086,1510.2,2547.916064,2534.456603,1311.8,1526.308984,1574.145087,1096.7,802.1635969,837.4824648,1023.1,806.1611228,862.848937,2710.3,4175.127754,4076.467851,2833.5,3948.758647,4131.594533,2573.6,4350.895165,4321.931665,2383.3,3595.280491,3535.411918,2631.7,3534.837315,3347.277108,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,362.1312488,320.4346538,350.9601498,427.6348865,467.8054186,2227.189086,2534.456603,1526.308984,837.4824648,862.848937,4076.467851,3948.758647,4321.931665,3535.411918,3347.277108,
611_47_child_MS_4_wind_Test_33_w_4_w,611,47,MS,UW1,wind,4,0.095,0.17,w,w,33,446.4,412.519473,416.3862624,476.3,427.9581389,425.496022,516.5,482.2461293,488.1662407,581.1,536.6333067,540.6281526,684.5,592.144264,603.2795639,1873.4,2297.521005,2220.396975,1132.5,2428.664789,2415.035005,2230.9,2415.574517,2403.477309,820.7,2270.451718,2273.699827,1031.1,2808.970341,2726.095996,2820,3920.24514,4318.024439,2514.3,3906.178382,3845.460842,2872.7,3888.669492,3801.473,2925.8,4328.804205,4344.774571,3047.4,4131.971878,4299.472048,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,416.3862624,427.9581389,488.1662407,540.6281526,603.2795639,2220.396975,2415.035005,2403.477309,2270.451718,2726.095996,3920.24514,3845.460842,3801.473,4328.804205,4131.971878,
611_47_child_MS_4_window_Test_63_w_4_w,611,47,MS,UW1,window,4,0.095,0.17,w,w,63,546.1,341.1438467,359.956433,516.3,328.1823791,337.8657563,489,365.6218049,384.0987638,507.9,336.3752891,354.7874379,527.6,334.3965348,354.7925938,845.2,822.5506334,828.2818565,886.4,812.7260756,810.8892436,1512.2,780.5276306,791.5122138,1250,2055.825193,773.7134356,1481.6,2817.83382,874.1059739,2941.1,3816.151856,3821.208345,2538.3,3752.482603,3731.678784,2892.1,3674.368907,3599.647754,2993.6,3729.97895,3840.294688,3049.1,3777.55615,3808.494173,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,359.956433,337.8657563,384.0987638,354.7874379,354.7925938,828.2818565,812.7260756,791.5122138,1250,1481.6,3816.151856,3731.678784,3599.647754,3729.97895,3777.55615,
612_42_child_FS_3_rabbit_Test_90_rw_4_r,612,42,FS,ER1,rabbit,3,0.095,0.17,rw,r,90,562.4,461.50283,464.8468386,575.1,425.9639588,435.7038516,506.8,379.4881369,397.3273561,469,357.6742912,365.2533234,511.3,348.9315859,357.0673097,1610.2,1576.087213,1594.952704,1737.8,1671.299229,1688.613979,1819.7,1761.725259,1762.494445,1906.2,1834.378683,1845.128664,1958.1,1885.291659,1883.31735,2881.5,3007.757415,2931.38405,2932.7,3115.527152,3053.816293,2951.3,3103.528692,3037.993527,3021.4,3031.568405,2993.665473,3126.1,3050.042595,3004.334135,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,464.8468386,435.7038516,397.3273561,365.2533234,357.0673097,1594.952704,1688.613979,1762.494445,1845.128664,1885.291659,2931.38405,3053.816293,3037.993527,3021.4,3050.042595,
612_42_child_FS_3_rain_Test_51_rw_4_r,612,42,FS,ER1,rain,3,0.095,0.17,rw,r,51,348.2,367.4152662,386.3078883,780.4,353.2693988,350.6249007,780.5,774.6901242,778.7365415,776.8,777.0109359,768.9775137,782.4,758.9162586,747.7255775,1473.2,1197.046417,1250.414644,1559.6,1002.510789,974.8355701,1785.2,1673.90617,1664.430934,1757.6,1802.945,1813.229793,1646.6,1783.412365,1809.519187,2863.2,2721.244109,2703.150585,2913.7,2970.492116,2921.620254,2998.9,2990.95709,2949.605355,3078.8,3036.31332,3021.324026,2977.9,3092.235556,3102.932697,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,367.4152662,353.2693988,778.7365415,776.8,758.9162586,1250.414644,1002.510789,1673.90617,1802.945,1783.412365,2721.244109,2921.620254,2990.95709,3036.31332,3092.235556,
612_42_child_FS_3_raisins_Test_73_r_4_r,612,42,FS,ER1,raisins,3,0.095,0.17,r,r,73,478.3,426.9166581,428.1301334,440.9,436.7921865,443.416589,490.2,410.8922889,416.4998795,496.5,466.4806508,477.8516977,577.1,465.2005488,477.2065918,1835.4,1645.306928,1666.412315,1681.6,1610.824664,1633.019788,1616.5,1665.462821,1684.648206,1580.4,1566.590588,1538.510893,1680.5,1472.563006,2182.691245,3000.3,4087.733154,4035.591948,2816.2,4252.307509,4210.758732,2374.4,4240.691435,4110.285252,2324.1,3803.810093,3770.962513,2491.1,2165.038182,3817.140943,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,428.1301334,440.9,416.4998795,477.8516977,477.2065918,1666.412315,1633.019788,1665.462821,1566.590588,1680.5,4035.591948,4210.758732,4110.285252,3770.962513,2491.1,
612_42_child_FS_3_reading_Test_35_r_4_r,612,42,FS,ER1,reading,3,0.095,0.17,r,r,35,503.8,435.8012792,450.1794148,550.1,425.4913705,436.7326607,568.8,379.1543,397.6044255,562.6,414.2841682,447.2608653,493.7,431.8841337,457.6920338,1964.3,1144.3346,1220.247841,2064.1,1079.542715,1108.324913,2047.1,1072.833171,1131.262081,2085.5,1024.228251,1060.48699,2098.9,1047.228288,1093.129369,3093.9,2142.478852,2133.446308,3472.5,2237.077595,2245.2761,3321.3,2185.654466,2202.110977,3054,2168.532966,2161.930134,3094.2,2136.563835,2157.845285,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,450.1794148,436.7326607,397.6044255,447.2608653,457.6920338,1220.247841,1108.324913,1131.262081,1060.48699,1093.129369,2142.478852,2245.2761,2202.110977,2168.532966,2157.845285,
612_42_child_FS_3_red_Test_11_r_4_r,612,42,FS,ER1,red,3,0.095,0.17,r,r,11,433.2,404.8864883,410.9497854,643.4,401.0377822,414.0836587,653.5,345.4174239,354.4535232,680,421.2213975,447.6301292,951.2,630.3078546,616.0753569,1569.9,1813.538305,1815.430672,1621.5,1726.662416,1734.373398,1755.5,1716.932099,1706.321313,2089.2,1866.38556,1867.109905,2211,2029.71967,2043.332388,3014.6,3380.182484,3358.84853,2692.4,3319.524786,3215.889414,2692.5,4356.838135,2847.365845,3075.9,3091.395597,2963.34877,3507.8,3107.060341,3076.029959,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,410.9497854,414.0836587,354.4535232,447.6301292,630.3078546,1813.538305,1726.662416,1716.932099,1867.109905,2043.332388,3358.84853,3215.889414,2847.365845,3075.9,3107.060341,
612_42_child_FS_3_red_Test_79_r_4_r,612,42,FS,ER1,red,3,0.095,0.17,r,r,79,437.2,386.2836509,393.4973299,582.4,371.4534394,375.7782608,628.1,454.1085022,460.1509214,708.8,581.9242873,601.5025901,898.8,685.1706319,687.7079092,1341,1058.99045,1087.940113,1447.7,1023.728195,1039.828126,1470.2,1330.10236,1449.19352,1751.3,1639.343063,1632.651891,2107.4,1861.993405,1745.48579,2746.7,4243.92918,4104.185942,2513.1,4237.135045,4071.032346,2726.8,4276.907403,4272.554802,2178,2750.520149,2765.644725,2670.4,3066.187174,3081.448149,420.3,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,393.4973299,375.7782608,460.1509214,601.5025901,687.7079092,1087.940113,1039.828126,1449.19352,1639.343063,1861.993405,4104.185942,4071.032346,4272.554802,2750.520149,3066.187174,
612_42_child_FS_3_ring_Test_67_r_4_r,612,42,FS,ER1,ring,3,0.095,0.17,r,r,67,399,393.7104948,392.333193,369,377.7335495,384.3178909,514,356.1227968,361.9366442,497.5,334.9764817,344.5620257,469.8,357.5847361,371.6812412,1362.8,1171.766245,1194.339575,1273.1,1161.35004,1167.850967,1304.5,1192.079707,1193.199753,1305.2,1180.473167,1183.539396,1383.4,1203.189667,1208.224363,2998.5,2976.37586,2957.451897,2933.6,3053.680122,3076.323165,2847.6,3100.754784,3083.228919,2775.7,2997.169839,2930.011212,2748.1,2877.282424,2863.010432,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,393.7104948,377.7335495,361.9366442,344.5620257,371.6812412,1194.339575,1167.850967,1193.199753,1183.539396,1208.224363,2976.37586,3053.680122,3083.228919,2930.011212,2863.010432,
612_42_child_FS_3_rock_Test_5_r_4_r,612,42,FS,ER1,rock,3,0.095,0.17,r,r,5,473.4,409.8968182,421.9910838,505,417.9547751,427.3333962,623.4,469.9811012,496.8959956,735.2,658.9014409,680.7632063,787.6,711.4441034,722.6845401,1267.8,1052.980432,1075.224977,1283.7,1108.40983,1120.364467,1443.3,1259.952307,1273.92257,1413.9,1310.291706,1372.818156,1532.8,1358.424536,1428.39039,2979.6,3347.293468,3328.13756,2912.4,3001.174353,3006.622845,2831.2,3037.333029,2953.191338,2784.8,2806.045005,2791.67073,2983.4,2783.405522,2780.852379,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,421.9910838,427.3333962,496.8959956,680.7632063,722.6845401,1075.224977,1120.364467,1273.92257,1372.818156,1428.39039,3328.13756,3001.174353,2953.191338,2791.67073,2783.405522,
612_42_child_FS_3_rock_Test_83_r_4_r,612,42,FS,ER1,rock,3,0.095,0.17,r,r,83,485.9,477.4055762,481.7413952,432.6,465.1279454,465.5186939,438.4,398.6267697,398.7123388,469.5,455.7180651,465.6759894,455.4,458.1629059,457.3086191,1266.9,1190.481642,1199.750797,1199.7,1193.909682,1185.560533,1172.2,1067.518434,1062.026655,1210.5,1155.489069,1160.438973,1310.1,1183.06202,1180.538233,3133.1,3982.438876,4018.988148,2853.8,3889.04244,3866.365155,2659.5,4226.210576,4171.676128,2650.2,2629.557923,2635.539642,2839.4,2694.298689,2697.597162,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,481.7413952,465.1279454,398.7123388,465.6759894,457.3086191,1199.750797,1193.909682,1067.518434,1160.438973,1183.06202,3982.438876,3866.365155,4171.676128,2635.539642,2697.597162,
612_42_child_FS_3_rocking_Test_21_rw_4_r,612,42,FS,ER1,rocking,3,0.095,0.17,rw,r,21,706.9,716.3838813,723.9060536,700,721.5878952,737.9475762,649.3,620.8748139,620.0711895,628.3,586.3605299,599.8818898,684.4,588.7470904,600.5786105,1670.5,1714.184214,1712.584624,1675.4,1691.215687,1689.65433,1609.4,1685.082157,1673.889273,1597.2,1634.018301,1624.48618,1572.7,1616.983174,1612.860043,3068.9,3288.496058,3299.113082,3025.3,3186.143685,3099.058702,3240.2,3355.237073,3356.765587,3381.6,3374.974658,3431.943315,3361,3432.097334,3457.690521,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,716.3838813,721.5878952,620.8748139,599.8818898,600.5786105,1712.584624,1689.65433,1673.889273,1624.48618,1612.860043,3288.496058,3099.058702,3355.237073,3381.6,3432.097334,
612_42_child_FS_3_running_Test_55_r_4_r,612,42,FS,ER1,running,3,0.095,0.17,r,r,55,473.1,469.69108,471.8147307,442.4,464.185161,465.0595983,477,432.798586,434.3731102,423.5,427.2615563,430.2648903,412,416.5987777,429.0454387,1910.7,2077.921107,2078.581906,1719.5,1199.878904,1195.732023,1906.7,1157.662882,1149.730843,1560.1,1259.122183,1289.352677,1351.3,1278.541864,1252.820836,3149.9,4150.009863,4098.324192,3128,3414.305945,3410.026587,3078.6,3353.750565,3302.860225,3279.7,3251.306069,3249.040192,3296.6,3264.299412,3261.641811,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,471.8147307,464.185161,434.3731102,427.2615563,416.5987777,2077.921107,1199.878904,1157.662882,1289.352677,1278.541864,4098.324192,3410.026587,3302.860225,3251.306069,3264.299412,
612_42_child_FS_3_walk_Test_59_w_4_w,612,42,FS,UW1,walk,3,0.095,0.17,w,w,59,452.2,345.6154511,358.4320117,439.8,326.6111274,330.2253152,331.6,327.0747592,334.7080325,424,334.3218998,337.6986045,751.4,350.3996696,354.0968407,1824.6,917.8406447,944.8166078,1416.6,919.3280243,927.620018,1042.7,1186.764448,1227.46917,1143.8,966.0082201,979.5031733,1624.3,955.417848,976.7611206,3060.6,4032.531515,4046.658909,2956.8,4173.814966,4148.439248,3011.1,3242.466155,3201.086761,2897.2,4397.098757,4407.486566,2536.7,4341.488956,4258.16168,325.3,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,358.4320117,330.2253152,331.6,337.6986045,354.0968407,944.8166078,927.620018,1186.764448,979.5031733,976.7611206,4032.531515,4148.439248,3201.086761,4397.098757,4258.16168,
612_42_child_FS_3_washer_Test_25_w_4_w,612,42,FS,UW1,washer,3,0.095,0.17,w,w,25,404.1,325.045919,329.1875378,658.2,334.8916855,339.1324812,789.6,470.813403,564.2466488,791.3,804.2836205,806.2854769,776.6,798.5895711,797.2987565,1677.4,1056.554682,1146.578652,1280.6,811.6071934,831.5393196,1380.3,888.803393,891.0482973,1353.9,1382.771741,1370.286148,1419.7,1363.846112,1363.774104,3044.9,3264.746006,3235.783095,3264.4,3245.959543,3164.676901,3398.4,3624.904682,3658.256276,3339.8,3596.474576,3707.686492,2713.2,3655.361139,3652.099495,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,329.1875378,339.1324812,564.2466488,804.2836205,797.2987565,1146.578652,831.5393196,891.0482973,1370.286148,1363.846112,3235.783095,3245.959543,3624.904682,3596.474576,3652.099495,
612_42_child_FS_3_watch_Test_53_wr_4_w,612,42,FS,UW1,watch,3,0.095,0.17,wr,w,53,363.3,391.3286763,401.3850253,455.6,384.8096933,397.0376963,580.1,378.5132973,394.7656026,645.4,414.0477747,467.6105897,679,489.1737921,586.6826709,1662.5,979.0631731,964.0969299,1311.4,895.5683169,925.3500861,1320.5,905.246864,946.8705942,1253.1,839.0184541,890.1454728,1281.2,759.2379984,911.2670697,3116,3312.248793,4139.671626,3022.5,3508.844411,3687.627643,2914.7,3015.375993,3985.134791,2964.6,3319.484578,3262.141046,2886.5,3286.384057,3258.421508,309,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,391.3286763,397.0376963,394.7656026,467.6105897,586.6826709,979.0631731,925.3500861,946.8705942,890.1454728,911.2670697,3312.248793,3508.844411,3015.375993,3262.141046,3258.421508,
612_42_child_FS_3_water_Test_61_w_4_w,612,42,FS,UW1,water,3,0.095,0.17,w,w,61,374.2,366.191392,371.1523684,384.5,353.874534,351.2668323,469.2,364.7409583,360.178187,722,356.1330261,354.0785671,564.6,323.6354215,341.5255364,2351.1,2424.344928,2422.64605,2040,2464.113732,2490.46515,2171.9,3319.392261,3295.906387,1466.2,2320.270843,2237.55834,1259,998.5205977,1065.706265,3379.7,4365.999966,4354.907694,3392.2,4337.216524,4286.378678,3280.4,4326.475532,4290.227257,3076.8,3413.949498,3352.06687,2987.8,3148.310652,3059.934983,0,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,371.1523684,353.874534,364.7409583,356.1330261,341.5255364,2422.64605,2464.113732,3295.906387,2237.55834,1065.706265,4354.907694,4286.378678,4290.227257,3352.06687,3059.934983,
612_42_child_FS_3_web_Test_86_w_4_w,612,42,FS,UW1,web,3,0.095,0.17,w,w,86,576,406.0561053,422.8741273,639.6,367.5314781,390.6539257,427.7,324.3439845,330.5511303,356.9,339.1359778,344.7191239,699.6,345.9415726,349.4105819,1778.4,827.8803622,839.9076551,1452.2,845.3409469,855.9573402,1374.4,984.892218,1009.225319,1078.3,1048.103744,1062.790659,1388.8,1033.977695,1043.803424,2904.7,2183.464551,2240.572767,2515.3,2111.298729,2153.444304,2477.6,2178.204639,2201.496883,2576.9,2014.441385,2808.436661,2307.6,3024.174516,2954.029191,396.8,0.1025,0.1125,0.1325,0.1525,0.1625,0.095,0.115,0.135,0.155,0.175,0.10449,0.11449,0.13449,0.15449,0.16449,422.8741273,390.6539257,330.5511303,344.7191239,349.4105819,839.9076551,855.9573402,1009.225319,1062.790659,1043.803424,2240.572767,2153.444304,2201.496883,2576.9,2954.029191,
